所属大类	专栏名	名称	价格	下载量	星级	评论数	收藏数	点赞数	图片信息	图片id	作者	上线时间	版本
主题	精选banner_我的朋友圈只对你开放_	吉利呱呱朋友圈的日常	300	639	4.5	2	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2019/08/20190817101420228/preview/preview_lockscreen_0_THUMB_3_0.webp		小马达	2019-08-17	3.0.1
主题	精选banner_我的朋友圈只对你开放_	悲伤蛙 交个朋友	600	737	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2019/08/20190817085845925/preview/preview_lockscreen_0_THUMB_3_0.webp		视觉互联	2019-08-17	3.0.1
主题	精选banner_我的朋友圈只对你开放_	多锁屏恋爱朋友圈	400	605	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2019/06/20190613205026745/preview/preview_lockscreen_0_THUMB_3_0.webp		至正兰天	2019-06-13	3.0.1
主题	精选banner_我的朋友圈只对你开放_	刷新一下好友圈	400	1959	4.0	1	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2019/05/20190521192902709/preview/preview_lockscreen_0_THUMB_3_0.webp		Desity	2018-12-14	3.0.1
主题	精选banner_我的朋友圈只对你开放_	男朋友女朋友	400	3159	5.0	0	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2019/06/20190612085938288/preview/preview_lockscreen_0_THUMB_3_0.webp		加仑帮	2019-06-12	3.0.1
主题	精选banner_我的朋友圈只对你开放_	请保佑我的朋友也单身	400	2478	3.4	5	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2019/11/20191126094814255/preview/preview_lockscreen_0_THUMB_3_0.webp		萌星球	2019-11-26	3.0.1
主题	精选banner_我的朋友圈只对你开放_	全局 还能做朋友吗	400	10523	4.0	4	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2019/10/20191016174915849/preview/preview_lockscreen_0_THUMB_3_0.webp		可爱熊	2019-10-16	3.0.1
主题	精选banner_我的朋友圈只对你开放_	全世界欠你一个蓝朋友	300	557	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2019/06/20190626231615905/preview/preview_lockscreen_0_THUMB_3_0.webp		弘睿	2019-06-26	3.0.1
主题	精选banner_EVA福音战士主题系列_	EVA机体款	600	3537	5.0	0	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/08/20200817182615664/preview/preview_lockscreen_0_THUMB_3_0.webp		视觉中国	2020-08-10	3.0.1
主题	精选banner_EVA福音战士主题系列_	EVA机体篇	600	3945	1.0	1	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/08/20200817182810211/preview/preview_lockscreen_0_THUMB_3_0.webp		视觉中国	2020-08-13	3.0.1
主题	精选banner_EVA福音战士主题系列_	EVA全员款	600	5451	3.0	1	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/08/20200817182953313/preview/preview_lockscreen_0_THUMB_3_0.webp		视觉中国	2020-08-13	3.0.1
主题	精选banner_EVA福音战士主题系列_	EVA NERV款	600	3669	4.0	4	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/08/20200817191915755/preview/preview_lockscreen_0_THUMB_3_0.webp		视觉中国	2020-08-13	3.0.1
主题	精选banner_EVA福音战士主题系列_	EVA 驾驶员款	600	4526	4.0	1	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/08/20200817182409529/preview/preview_lockscreen_0_THUMB_3_0.webp		视觉中国	2020-08-10	3.0.1
主题	精选banner_浮世绘主题系列_	入山海 月静河清	400	7536	5.0	9	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200726112540987/preview/preview_lockscreen_0_THUMB_3_0.webp		废柴家族	2020-07-26	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘海蓝时见鲸	400	2045	4.5	2	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/08/20200808134250436/preview/preview_lockscreen_0_THUMB_3_0.webp		Desity	2020-08-08	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 富士山下	400	14877	4.1	12	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200728204353709/preview/preview_lockscreen_0_THUMB_3_0.webp		Aafont	2020-07-20	3.0.1
主题	精选banner_浮世绘主题系列_	为你明灯三千 动态	400	62054	4.6	63	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200710171030582/preview/preview_lockscreen_0_THUMB_3_0.webp		酷乐星球	2020-07-10	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 云衔落日	300	8311	4.9	7	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200726104004547/preview/preview_lockscreen_0_THUMB_3_0.webp		以品字库	2020-07-26	3.0.1
主题	精选banner_浮世绘主题系列_	治愈 爱在日落黄昏	400	15187	4.5	11	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200721004845420/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-07-20	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 山川河流	400	46216	4.9	49	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200728204157299/preview/preview_lockscreen_0_THUMB_3_0.webp		酷乐星球	2020-06-30	3.0.1
主题	精选banner_浮世绘主题系列_	治愈 晨光熹微	400	1186	5.0	1	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/08/20200808151826004/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-08-08	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 清浅月光	400	3595	5.0	3	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200723111139905/preview/preview_lockscreen_0_THUMB_3_0.webp		好奇猫	2020-07-23	3.0.1
主题	精选banner_浮世绘主题系列_	动态 黑白浮世绘	400	334	5.0	1	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/08/20200803162146249/preview/preview_lockscreen_0_THUMB_3_0.webp		加仑帮	2020-08-03	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 动态拟态	400	988	5.0	1	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/08/20200804084846851/preview/preview_lockscreen_0_THUMB_3_0.webp		加仑帮	2020-08-04	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 海的远方	400	605	5.0	0	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/08/20200805162745960/preview/preview_lockscreen_0_THUMB_3_0.webp		酷盟	2020-08-05	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘温柔天空	400	1020	5.0	1	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/08/20200807134442557/preview/preview_lockscreen_0_THUMB_3_0.webp		香蕉团队	2020-08-07	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 万物皆有你	400	1311	4.5	2	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200731114554660/preview/preview_lockscreen_0_THUMB_3_0.webp		酷盟	2020-07-31	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 木已成舟	400	1490	4.0	1	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200731135223338/preview/preview_lockscreen_0_THUMB_3_0.webp		酷盟	2020-07-31	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 星辰大海	400	2280	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/08/20200801093756148/preview/preview_lockscreen_0_THUMB_3_0.webp		牛奶咖啡	2020-08-01	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 公主日记	400	1222	5.0	0	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/08/20200801113940470/preview/preview_lockscreen_0_THUMB_3_0.webp		牛奶咖啡	2020-08-01	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 晚霞瑰丽	300	1530	5.0	0	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/08/20200801132736835/preview/preview_lockscreen_0_THUMB_3_0.webp		糯米圆子	2020-08-01	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 一个人的路	300	2598	5.0	6	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200730112114846/preview/preview_lockscreen_0_THUMB_3_0.webp		bokemo	2020-07-30	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 入海	400	3386	3.8	4	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200730155850851/preview/preview_lockscreen_0_THUMB_3_0.webp		字遇系	2020-07-30	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 花火祭	400	1110	5.0	0	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200730160045953/preview/preview_lockscreen_0_THUMB_3_0.webp		字遇系	2020-07-30	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 星河入梦	400	2561	4.0	2	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200730160939823/preview/preview_lockscreen_0_THUMB_3_0.webp		字遇系	2020-07-30	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 诗乐园	400	2397	5.0	5	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200730162050571/preview/preview_lockscreen_0_THUMB_3_0.webp		字遇系	2020-07-30	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 灯明三千	400	1965	4.5	4	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200728105801697/preview/preview_lockscreen_0_THUMB_3_0.webp		牛奶咖啡	2020-07-24	3.0.2
主题	精选banner_浮世绘主题系列_	科技充电 拟态浮世绘	400	1913	5.0	5	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200725110154418/preview/preview_lockscreen_0_THUMB_3_0.webp		酷盟	2020-07-25	3.0.1
主题	精选banner_浮世绘主题系列_	日系极简 浮世绘	400	742	5.0	1	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200728112944058/preview/preview_lockscreen_0_THUMB_3_0.webp		牛奶咖啡	2020-07-28	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 旅行日记	400	1068	4.0	1	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200729094637539/preview/preview_lockscreen_0_THUMB_3_0.webp		可爱熊	2020-07-29	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 海蓝时见鲸	400	12713	4.2	13	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200730150104847/preview/preview_lockscreen_0_THUMB_3_0.webp		JOY	2020-07-30	3.0.1
主题	精选banner_浮世绘主题系列_	治愈 爱在午夜时分	400	2041	5.0	3	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200730124912824/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-07-30	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 月亮向我奔来	400	1400	4.7	3	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200729094058907/preview/preview_lockscreen_0_THUMB_3_0.webp		可爱熊	2020-07-29	3.0.1
主题	精选banner_浮世绘主题系列_	星星和你 我都想要	400	6617	5.0	1	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200730083004603/preview/preview_lockscreen_0_THUMB_3_0.webp		朵朵云	2020-07-30	3.0.1
主题	精选banner_浮世绘主题系列_	云海 浮世绘	400	4714	4.8	4	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/08/20200807135250125/preview/preview_lockscreen_0_THUMB_3_0.webp		加仑帮	2020-07-23	3.0.2
主题	精选banner_浮世绘主题系列_	浮世绘 天空之境	400	1951	5.0	0	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200729094458856/preview/preview_lockscreen_0_THUMB_3_0.webp		Young	2020-07-23	3.0.1
主题	精选banner_浮世绘主题系列_	海蓝见鲸 梦醒见你	400	7626	3.8	14	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/08/20200804090454215/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-07-20	3.0.2
主题	精选banner_浮世绘主题系列_	浮世绘 日落成诗	400	93134	4.5	77	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200728204003829/preview/preview_lockscreen_0_THUMB_3_0.webp		酷乐星球	2020-06-30	3.0.2
主题	精选banner_浮世绘主题系列_	我喜欢你 浮世绘	400	1555	4.5	2	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/08/20200806132829865/preview/preview_lockscreen_0_THUMB_3_0.webp		牛奶咖啡	2020-07-23	3.0.2
主题	精选banner_浮世绘主题系列_	浮世绘 将你归还人海	400	3093	4.8	4	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200723111854668/preview/preview_lockscreen_0_THUMB_3_0.webp		Aafont	2020-07-23	3.0.1
主题	精选banner_浮世绘主题系列_	治愈 明月照山河	400	5493	5.0	7	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200721000324415/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-07-20	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 暮至龙吟	400	4423	4.9	8	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200721003805511/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-07-20	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 为你写诗	400	1168	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200725111752458/preview/preview_lockscreen_0_THUMB_3_0.webp		酷盟	2020-07-25	3.0.1
主题	精选banner_浮世绘主题系列_	充电特效 浮世绘	400	1441	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200727113816572/preview/preview_lockscreen_0_THUMB_3_0.webp		加仑帮	2020-07-27	3.0.1
主题	精选banner_浮世绘主题系列_	治愈 以梦为马	400	4067	3.7	3	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200721091149570/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-07-21	3.0.1
主题	精选banner_浮世绘主题系列_	治愈 你眼中的星河	400	5486	5.0	3	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200721001642746/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-07-20	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 荒芜之地	400	2307	5.0	1	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200721005648772/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-07-20	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 无问东西	400	85501	4.6	108	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200702154518079/preview/preview_lockscreen_0_THUMB_3_0.webp		酷乐星球	2020-07-02	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 万河归海	400	103911	4.4	86	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200710171723075/preview/preview_lockscreen_0_THUMB_3_0.webp		酷乐星球	2020-07-10	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 鲸落	400	23660	4.8	24	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200723142049728/preview/preview_lockscreen_0_THUMB_3_0.webp		Aafont	2020-07-23	3.0.1
主题	精选banner_浮世绘主题系列_	动态浮世绘 在路上	400	2538	3.7	3	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200723093159664/preview/preview_lockscreen_0_THUMB_3_0.webp		Desity	2020-07-23	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 于时间裂缝	400	1304	5.0	1	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200723143958769/preview/preview_lockscreen_0_THUMB_3_0.webp		可爱熊	2020-07-23	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 皓月山河	400	1526	5.0	2	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200724124946128/preview/preview_lockscreen_0_THUMB_3_0.webp		牛奶咖啡	2020-07-24	3.0.1
主题	精选banner_浮世绘主题系列_	山河无恙 浮世绘	400	1706	5.0	2	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200723094120358/preview/preview_lockscreen_0_THUMB_3_0.webp		酷盟	2020-07-23	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 等风也等你	300	4154	5.0	4	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200723103338611/preview/preview_lockscreen_0_THUMB_3_0.webp		朵朵云	2020-07-23	3.0.1
主题	精选banner_浮世绘主题系列_	落日余晖待你而归	300	3397	3.0	3	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200717142734641/preview/preview_lockscreen_0_THUMB_3_0.webp		朵朵云	2020-07-17	3.0.1
主题	精选banner_浮世绘主题系列_	浮世绘 我的故事	300	23479	4.7	36	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200720084043818/preview/preview_lockscreen_0_THUMB_3_0.webp		糯米圆子	2020-07-20	3.0.1
主题	精选banner_清新绿意小植物_清新绿意小植物	充电特效 森系植物	400	1115	5.0	0	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/06/20200619111635385/preview/preview_lockscreen_0_THUMB_3_0.webp		漫屏	2020-06-19	3.0.1
主题	精选banner_清新绿意小植物_清新绿意小植物	北欧小清新	300	309	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/08/20200811093423231/preview/preview_lockscreen_0_THUMB_3_0.webp		一世安	2020-08-11	3.0.1
主题	精选banner_清新绿意小植物_清新绿意小植物	星期换图 绿意	400	1092	5.0	0	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/03/20200315180705830/preview/preview_lockscreen_0_THUMB_3_0.webp		喵咪君	2020-03-15	3.0.1
主题	精选banner_清新绿意小植物_清新绿意小植物	小夏日禾	400	233	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/08/20200812195422976/preview/preview_lockscreen_0_THUMB_3_0.webp		睿诚数字	2020-08-12	3.0.1
主题	精选banner_清新绿意小植物_清新绿意小植物	小清新 多肉植物	400	163	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/08/20200813090753422/preview/preview_lockscreen_0_THUMB_3_0.webp		画悦设计	2020-08-13	3.0.1
主题	精选banner_清新绿意小植物_清新绿意小植物	动态琴键上的小猫	400	260	5.0	0	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200730113808378/preview/preview_lockscreen_0_THUMB_3_0.webp		阳光互动	2020-07-30	3.0.1
主题	精选banner_清新绿意小植物_清新绿意小植物	森与咖啡屋	400	6689	5.0	3	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200714172048988/preview/preview_lockscreen_0_THUMB_3_0.webp		达众科技	2020-07-14	3.0.1
主题	精选banner_清新绿意小植物_清新绿意小植物	动态 开启好心情	400	7616	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2019/06/20190626224626484/preview/preview_lockscreen_0_THUMB_3_0.webp		醉青梅	2019-06-26	3.0.1
主题	精选banner_清新绿意小植物_清新绿意小植物	我就是可爱女孩	300	414	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/04/20200409175817107/preview/preview_lockscreen_0_THUMB_3_0.webp		非潮文化	2020-04-09	3.0.1
主题	精选banner_清新绿意小植物_清新绿意小植物	简约分屏多肉	300	189	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200716101913823/preview/preview_lockscreen_0_THUMB_3_0.webp		非潮文化	2020-07-16	3.0.1
主题	精选banner_清新绿意小植物_清新绿意小植物	可爱小多肉	300	111	5.0	0	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/08/20200811115522462/preview/preview_lockscreen_0_THUMB_3_0.webp		一世安	2020-08-11	3.0.1
主题	精选banner_清新绿意小植物_清新绿意小植物	对未来的美好憧憬	400	2901	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2019/06/20190614181224107/preview/preview_lockscreen_0_THUMB_3_0.webp		小歪歪	2019-06-14	3.0.1
主题	精选banner_清新绿意小植物_清新绿意小植物	清新多肉	400	155	5.0	0	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/08/20200811120036504/preview/preview_lockscreen_0_THUMB_3_0.webp		一世安	2020-08-11	3.0.1
主题	精选banner_清新绿意小植物_清新绿意小植物	极简生活	400	450	5.0	0	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/06/20200612095356500/preview/preview_lockscreen_0_THUMB_3_0.webp		一世安	2020-06-12	3.0.1
主题	精选banner_清新绿意小植物_清新绿意小植物	夏天的尾巴	400	18979	4.8	8	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/03/20200317191258952/preview/preview_lockscreen_0_THUMB_3_0.webp		恰UP	2019-10-24	3.0.2
主题	精选banner_清新绿意小植物_清新绿意小植物	花间舞蹈	400	1771	5.0	0	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/04/20200430091355862/preview/preview_lockscreen_0_THUMB_3_0.webp		麦拉风	2020-04-30	3.0.1
