所属大类	专栏名	名称	价格	下载量	星级	评论数	收藏数	点赞数	图片信息	图片id	作者	上线时间	版本
主题	精选banner_小清新平铺系列_	小西瓜ya	400	624129	3.5	736	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2019/12/20191214172035637/preview/preview_lockscreen_0_THUMB_3_0.webp		彩虹糖	2018-05-31	3.0.3
主题	精选banner_小清新平铺系列_	软萌兔 周末倒计时	600	34280	4.5	22	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2019/10/20191013153100728/preview/preview_lockscreen_0_THUMB_3_0.webp		彩虹糖	2019-10-13	3.0.1
主题	精选banner_小清新平铺系列_	三锁屏 贩卖甜心	400	2715	4.5	2	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/05/20200509112053223/preview/preview_lockscreen_0_THUMB_3_0.webp		彩虹糖	2020-05-09	3.0.1
主题	精选banner_小清新平铺系列_	多壁纸 清新小水果	400	3045	4.5	2	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/06/20200627173729149/preview/preview_lockscreen_0_THUMB_3_0.webp		彩虹糖	2020-03-04	3.0.2
主题	精选banner_小清新平铺系列_	恋恋大果派	400	1870	5.0	4	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/03/20200330142107277/preview/preview_lockscreen_0_THUMB_3_0.webp		彩虹糖	2020-03-30	3.0.1
主题	精选banner_小清新平铺系列_	小可爱的草莓味	400	2296	4.3	6	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/05/20200521152054406/preview/preview_lockscreen_0_THUMB_3_0.webp		彩虹糖	2020-05-21	3.0.1
主题	精选banner_小清新平铺系列_	动态泡泡 梦幻紫	400	3887	4.2	9	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2019/08/20190816142337225/preview/preview_lockscreen_0_THUMB_3_0.webp		彩虹糖	2019-08-16	3.0.1
主题	精选banner_小清新平铺系列_	甜味少女趴	400	13420	3.8	8	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2019/06/20190615181035679/preview/preview_lockscreen_0_THUMB_3_0.webp		彩虹糖	2019-06-15	3.0.1
主题	精选banner_小清新平铺系列_	炫彩霓虹 最美初见	400	2047	5.0	2	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2019/07/20190709091713728/preview/preview_lockscreen_0_THUMB_3_0.webp		彩虹糖	2019-07-09	3.0.1
主题	精选banner_小清新平铺系列_	是桃子呀	400	6813	4.2	5	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2019/05/20190529143350140/preview/preview_lockscreen_0_THUMB_3_0.webp		彩虹糖	2019-05-29	3.0.1
主题	精选banner_小清新平铺系列_	小小樱桃i	400	51617	3.3	23	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2019/06/20190622162814266/preview/preview_lockscreen_0_THUMB_3_0.webp		彩虹糖	2019-06-22	3.0.1
主题	精选banner_小清新平铺系列_	甜了夏天	300	15201	4.4	17	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2018/07/20180727213704608/preview/preview_lockscreen_0_THUMB_3_0.webp		彩虹糖	2018-07-27	3.0.2
主题	精选banner_小清新平铺系列_	爱的魔力捏脸脸	400	1488	5.0	2	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2019/05/20190521113034482/preview/preview_lockscreen_0_THUMB_3_0.webp		Fenda	2019-05-21	3.0.1
主题	精选banner_小清新平铺系列_	小羊咩咩咩	400	12251	4.5	14	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200714153451391/preview/preview_lockscreen_0_THUMB_3_0.webp		Fenda	2019-12-12	3.0.2
主题	精选banner_小清新平铺系列_	心情是浅绿色	400	2183	5.0	1	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2019/05/20190509100332623/preview/preview_lockscreen_0_THUMB_3_0.webp		Fenda	2019-05-09	3.0.1
主题	精选banner_小清新平铺系列_	幸运 小清新范儿	400	56437	3.7	50	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/09/20200910100057999/preview/preview_lockscreen_0_THUMB_3_0.webp		Fenda	2019-04-02	3.0.2
主题	精选banner_小清新平铺系列_	多壁纸 阔爱小清新	400	35883	3.7	20	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/08/20200815093232571/preview/preview_lockscreen_0_THUMB_3_0.webp		Fenda	2019-10-13	3.0.2
主题	精选banner_小清新平铺系列_	多锁屏 清新小动物	400	54347	3.9	50	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2019/06/20190618120729636/preview/preview_lockscreen_0_THUMB_3_0.webp		Fenda	2019-06-18	3.0.1
主题	精选banner_小清新平铺系列_	随心搭配 被你萌到	400	3286	5.0	0	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/07/20200714153308542/preview/preview_lockscreen_0_THUMB_3_0.webp		Fenda	2020-01-16	3.0.2
主题	精选banner_小清新平铺系列_	三锁屏 小清新植物	400	163	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/08/20200813110128759/preview/preview_lockscreen_0_THUMB_3_0.webp		Fenda	2020-08-13	3.0.1
主题	精选banner_小清新平铺系列_	治愈系平铺 多壁纸	400	1222	4.0	1	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/01/20200107121919816/preview/preview_lockscreen_0_THUMB_3_0.webp		十二文化	2020-01-07	3.0.1
主题	精选banner_小清新平铺系列_	平铺 独角兽	400	17861	4.0	3	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2019/12/20191214171340563/preview/preview_lockscreen_0_THUMB_3_0.webp		萌星球	2019-12-14	3.0.1
主题	精选banner_小清新平铺系列_	简约平铺水蜜桃	免费	32918	5.0	1	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/08/20200812123200299/preview/preview_lockscreen_0_THUMB_3_0.webp		好奇猫	2020-08-12	3.0.1
主题	精选banner_小清新平铺系列_	多壁纸平铺水果	400	267	5.0	0	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/08/20200810102759135/preview/preview_lockscreen_0_THUMB_3_0.webp		空有梦想的咸鱼	2020-08-10	3.0.1
主题	精选banner_小清新平铺系列_	小甜心 简约平铺	400	126	5.0	1	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/09/20200911091136982/preview/preview_lockscreen_0_THUMB_3_0.webp		爆款制造鸡	2020-09-11	3.0.1
主题	精选banner_小清新平铺系列_	卡通平铺 小二哈	300	276	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/08/20200808140755733/preview/preview_lockscreen_0_THUMB_3_0.webp		牛奶咖啡	2020-08-08	3.0.1
主题	精选banner_小清新平铺系列_	动态平铺 奇妙小森林	300	194	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/09/20200902181337134/preview/preview_lockscreen_0_THUMB_3_0.webp		牛奶咖啡	2020-09-02	3.0.1
主题	精选banner_小清新平铺系列_	平铺花花多锁屏	400	195	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/07/20200724163727297/preview/preview_lockscreen_0_THUMB_3_0.webp		画悦设计	2020-07-24	3.0.1
主题	精选banner_小清新平铺系列_	萌萌平铺懒懒熊	300	747	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/08/20200831114437484/preview/preview_lockscreen_0_THUMB_3_0.webp		醉青梅	2020-08-31	3.0.1
主题	精选banner_小清新平铺系列_	动态 平铺小可爱	300	515	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/08/20200812175537553/preview/preview_lockscreen_0_THUMB_3_0.webp		酷盟	2020-08-12	3.0.1
主题	精选banner_姜子牙主题_	四不相之自定义课表	400	2935	5.0	4	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/09/20200928181401331/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-09-28	3.0.1
主题	精选banner_姜子牙主题_	姜子牙之好事姜至	400	1763	4.7	3	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/09/20200928174002522/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-09-28	3.0.1
主题	精选banner_姜子牙主题_	姜子牙之护你而来	400	2027	5.0	1	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/09/20200928174417507/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-09-28	3.0.1
主题	精选banner_姜子牙主题_	姜子牙之为苍生而战	400	4433	5.0	4	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/09/20200928174905342/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-09-28	3.0.1
主题	精选banner_姜子牙主题_	姜子牙封神之战	400	3198	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/09/20200928180818679/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-09-28	3.0.1
主题	精选banner_姜子牙主题_	姜子牙之守护苍生	400	1477	3.0	2	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/09/20200923155400102/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-09-23	3.0.1
主题	精选banner_姜子牙主题_	姜子牙之最强神兽	400	1603	5.0	3	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/09/20200926090323336/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-09-26	3.0.1
主题	精选banner_姜子牙主题_	姜子牙萌宠四不相	400	2132	4.3	4	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/09/20200925111917625/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-09-25	3.0.1
主题	精选banner_姜子牙主题_	姜子牙之太公归来	400	3392	5.0	0	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/01/20200109192313851/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-01-09	3.0.1
主题	精选banner_姜子牙主题_	姜子牙之做自己的神	400	3194	5.0	0	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/01/20200111191333785/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-01-11	3.0.1
主题	精选banner_姜子牙主题_	姜子牙之众神之长	400	7232	2.3	3	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/01/20200107095456593/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-01-07	3.0.1
主题	精选banner_姜子牙主题_	姜子牙之一战封神	400	4240	5.0	0	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/01/20200107095641304/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-01-07	3.0.1
主题	精选banner_姜子牙主题_	姜子牙之比肩抗魔	400	5694	5.0	1	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/01/20200107095807338/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-01-07	3.0.1
主题	精选banner_姜子牙主题_	姜子牙之四不相	400	8223	3.0	6	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/01/20200107100059720/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-01-07	3.0.1
主题	精选banner_姜子牙主题_	姜子牙之独战妖邪	400	5259	5.0	0	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/01/20200107100303671/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-01-07	3.0.1
主题	精选banner_姜子牙主题_	姜子牙以身为道	400	4957	5.0	0	0	0	https://downloadt.vivo.com.cn/theme/package/v3/2020/01/20200109192109892/preview/preview_lockscreen_0_THUMB_3_0.webp		汉仪字库	2020-01-09	3.0.1
主题	精选banner_主题积分享优惠_主题积分抵扣专区	相思入骨 一世长安	400	24365	4.0	26	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/09/20200901151040052/preview/preview_lockscreen_0_THUMB_3_0.webp		JOY	2020-09-01	3.0.1
主题	精选banner_主题积分享优惠_主题积分抵扣专区	充电特效 小快乐	400	12679	4.9	9	0	0	https://themetxdl.vivo.com.cn/theme/package/v3/2020/08/20200828173739957/preview/preview_lockscreen_0_THUMB_3_0.webp		加仑帮	2020-08-28	3.0.1
